antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Air temperature [K]_Air temperature [K]_High'})","frozenset({'HDF', 'Tool wear [min]_Tool wear [min]_Low', 'Process temperature [K]_Process temperature [K]_High'})",0.2424,0.0057,0.0057,0.023514851485148515,4.125412541254125,1.0,0.0043183200000000005,1.0182438529784537,1.0,0.023514851485148515,0.01791697826123757,0.5117574257425742
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Air temperature [K]_Air temperature [K]_High'})","frozenset({'HDF', 'Tool wear [min]_Tool wear [min]_High'})",0.2424,0.0056,0.0056,0.0231023102310231,4.125412541254125,1.0,0.00424256,1.017916216216216,1.0,0.0231023102310231,0.01760087513176096,0.5115511551155115
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Air temperature [K]_Air temperature [K]_High'})",frozenset({'HDF'}),0.2424,0.0115,0.0115,0.04744224422442244,4.125412541254125,1.0,0.0087124,1.0377323516673886,1.0,0.04744224422442244,0.03636038869440813,0.5237211221122112
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Air temperature [K]_Air temperature [K]_High', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'HDF', 'Tool wear [min]_Tool wear [min]_High'})",0.2078,0.0056,0.0048,0.023099133782483152,4.124845318300563,1.0,0.0036363199999999993,1.017912906403941,0.9562820836489101,0.023010546500479383,0.017597680794934786,0.44012099546267014
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_High'})",frozenset({'HDF'}),0.1017,0.0115,0.0048,0.0471976401179941,4.104142618956009,1.0,0.0036304499999999995,1.0374659442724459,0.8419723366358677,0.04428044280442804,0.03611293891552261,0.23229447223291008
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_Low', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'HDF', 'Air temperature [K]_Air temperature [K]_High'})",0.1225,0.0115,0.0057,0.04653061224489796,4.046140195208518,1.0,0.00429125,1.036740154109589,0.8579497175988404,0.044427123928293066,0.035438150981181554,0.27109139307897073
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_Low', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_High'})",frozenset({'HDF'}),0.1225,0.0115,0.0057,0.04653061224489796,4.046140195208518,1.0,0.00429125,1.036740154109589,0.8579497175988404,0.044427123928293066,0.035438150981181554,0.27109139307897073
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'HDF', 'Tool wear [min]_Tool wear [min]_Low', 'Air temperature [K]_Air temperature [K]_High'})",0.2388,0.0059,0.0057,0.02386934673366834,4.045651988757346,1.0,0.00429108,1.0184087516087517,0.9889924495948226,0.02384937238493724,0.018075995104786583,0.49498552082446134
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'HDF', 'Tool wear [min]_Tool wear [min]_Low'})",0.2388,0.0059,0.0057,0.02386934673366834,4.045651988757346,1.0,0.00429108,1.0184087516087517,0.9889924495948226,0.02384937238493724,0.018075995104786583,0.49498552082446134
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_Low', 'Air temperature [K]_Air temperature [K]_High'})","frozenset({'HDF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low'})",0.127,0.0115,0.0059,0.046456692913385826,4.039712427250941,1.0,0.0044395,1.036659785301404,0.8619216805482749,0.044494720965309195,0.03536337168779547,0.2797500855871277
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_Low', 'Air temperature [K]_Air temperature [K]_High'})",frozenset({'HDF'}),0.127,0.0115,0.0059,0.046456692913385826,4.039712427250941,1.0,0.0044395,1.036659785301404,0.8619216805482749,0.044494720965309195,0.03536337168779547,0.2797500855871277
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Air temperature [K]_Air temperature [K]_High', 'Tool wear [min]_Tool wear [min]_High'})",frozenset({'HDF'}),0.1211,0.0115,0.0056,0.046242774566473986,4.021110831867303,1.0,0.00420735,1.0364272727272728,0.8548327454773011,0.04409448818897638,0.03514696466006473,0.26659964815280224
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High', 'Process temperature [K]_Process temperature [K]_Low'})","frozenset({'HDF', 'Tool wear [min]_Tool wear [min]_High'})",0.0361,0.0056,0.0008,0.0221606648199446,3.957261574990107,1.0,0.0005978400000000001,1.0169359773371105,0.7752878929349518,0.019559902200488997,0.016653926810081054,0.08250890383854374
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High', 'Process temperature [K]_Process temperature [K]_Low'})","frozenset({'HDF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Tool wear [min]_Tool wear [min]_High'})",0.0361,0.0056,0.0008,0.0221606648199446,3.957261574990107,1.0,0.0005978400000000001,1.0169359773371105,0.7752878929349518,0.019559902200488997,0.016653926810081054,0.08250890383854374
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High'})","frozenset({'HDF', 'Tool wear [min]_Tool wear [min]_Low', 'Process temperature [K]_Process temperature [K]_Low'})",0.2543,0.0002,0.0002,0.0007864726700747149,3.932363350373574,1.0,0.00014914,1.0005869342778433,0.9999999999999998,0.0007864726700747149,0.0005865899880723293,0.5003932363350374
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High'})","frozenset({'HDF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_Low'})",0.2543,0.001,0.001,0.003932363350373574,3.932363350373574,1.0,0.0007457,1.0029439399921043,0.9999999999999999,0.003932363350373574,0.0029352986490225968,0.5019661816751868
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High'})","frozenset({'HDF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_High'})",0.2543,0.0105,0.0105,0.04128981517892253,3.932363350373574,1.0,0.00782985,1.03211587366694,0.9999999999999998,0.04128981517892253,0.03111653883670796,0.5206449075894612
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High'})","frozenset({'HDF', 'Process temperature [K]_Process temperature [K]_High'})",0.2543,0.0105,0.0105,0.04128981517892253,3.932363350373574,1.0,0.00782985,1.03211587366694,0.9999999999999998,0.04128981517892253,0.03111653883670796,0.5206449075894612
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High'})","frozenset({'HDF', 'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_Low'})",0.2543,0.0008,0.0008,0.0031458906802988595,3.932363350373574,1.0,0.00059656,1.0023532938856017,0.9999999999999998,0.0031458906802988595,0.0023477688954151917,0.5015729453401494
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High'})","frozenset({'HDF', 'Tool wear [min]_Tool wear [min]_High'})",0.2543,0.0056,0.0056,0.022021234762092015,3.932363350373574,1.0,0.00417592,1.0167909931644552,0.9999999999999998,0.022021234762092015,0.016513711546753837,0.511010617381046
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High'})","frozenset({'HDF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low'})",0.2543,0.0115,0.0115,0.0452221785292961,3.932363350373574,1.0,0.00857555,1.0353193986820428,1.0,0.0452221785292961,0.03411449522437643,0.522611089264648
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High'})","frozenset({'HDF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_High', 'Tool wear [min]_Tool wear [min]_High'})",0.2543,0.0048,0.0048,0.018875344081793154,3.932363350373574,1.0,0.0035793599999999993,1.014346132264529,0.9999999999999999,0.018875344081793154,0.014143231593441677,0.5094376720408966
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High'})","frozenset({'HDF', 'Process temperature [K]_Process temperature [K]_Low'})",0.2543,0.001,0.001,0.003932363350373574,3.932363350373574,1.0,0.0007457,1.0029439399921043,0.9999999999999999,0.003932363350373574,0.0029352986490225968,0.5019661816751868
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High'})","frozenset({'HDF', 'Tool wear [min]_Tool wear [min]_Low', 'Rotational speed [rpm]_Rotational speed [rpm]_Low'})",0.2543,0.0059,0.0059,0.023200943767204087,3.932363350373574,1.0,0.00439963,1.0177118760064412,1.0,0.023200943767204087,0.01740362515562226,0.511600471883602
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High'})","frozenset({'HDF', 'Tool wear [min]_Tool wear [min]_Low'})",0.2543,0.0059,0.0059,0.023200943767204087,3.932363350373574,1.0,0.00439963,1.0177118760064412,1.0,0.023200943767204087,0.01740362515562226,0.511600471883602
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High'})","frozenset({'HDF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Tool wear [min]_Tool wear [min]_High'})",0.2543,0.0056,0.0056,0.022021234762092015,3.932363350373574,1.0,0.00417592,1.0167909931644552,0.9999999999999998,0.022021234762092015,0.016513711546753837,0.511010617381046
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High'})","frozenset({'HDF', 'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_High'})",0.2543,0.0048,0.0048,0.018875344081793154,3.932363350373574,1.0,0.0035793599999999993,1.014346132264529,0.9999999999999999,0.018875344081793154,0.014143231593441677,0.5094376720408966
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High'})",frozenset({'HDF'}),0.2543,0.0115,0.0115,0.0452221785292961,3.932363350373574,1.0,0.00857555,1.0353193986820428,1.0,0.0452221785292961,0.03411449522437643,0.522611089264648
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High'})","frozenset({'HDF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_Low', 'Tool wear [min]_Tool wear [min]_High'})",0.2543,0.0008,0.0008,0.0031458906802988595,3.932363350373574,1.0,0.00059656,1.0023532938856017,0.9999999999999998,0.0031458906802988595,0.0023477688954151917,0.5015729453401494
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High'})","frozenset({'HDF', 'Tool wear [min]_Tool wear [min]_Low', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_Low'})",0.2543,0.0002,0.0002,0.0007864726700747149,3.932363350373574,1.0,0.00014914,1.0005869342778433,0.9999999999999998,0.0007864726700747149,0.0005865899880723293,0.5003932363350374
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High'})","frozenset({'HDF', 'Tool wear [min]_Tool wear [min]_Low', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_High'})",0.2543,0.0057,0.0057,0.022414471097129372,3.9323633503735738,1.0,0.00425049,1.0170977071600964,1.0,0.022414471097129372,0.016810289748696944,0.5112072355485647
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High'})","frozenset({'HDF', 'Tool wear [min]_Tool wear [min]_Low', 'Process temperature [K]_Process temperature [K]_High'})",0.2543,0.0057,0.0057,0.022414471097129372,3.9323633503735738,1.0,0.00425049,1.0170977071600964,1.0,0.022414471097129372,0.016810289748696944,0.5112072355485647
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'HDF', 'Tool wear [min]_Tool wear [min]_High'})",0.2182,0.0056,0.0048,0.021998166819431713,3.92824407489852,1.0,0.0035780799999999995,1.0167670103092783,0.9534834143429691,0.02191780821917808,0.01649051369613004,0.4395705119811444
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'HDF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Tool wear [min]_Tool wear [min]_High'})",0.2182,0.0056,0.0048,0.021998166819431713,3.92824407489852,1.0,0.0035780799999999995,1.0167670103092783,0.9534834143429691,0.02191780821917808,0.01649051369613004,0.4395705119811444
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High', 'Process temperature [K]_Process temperature [K]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'HDF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low'})",0.107,0.0115,0.0048,0.044859813084112146,3.9008533116619257,1.0,0.0035694999999999998,1.034926614481409,0.8327500933184023,0.04221635883905013,0.03374791409621866,0.2311255587159691
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High', 'Process temperature [K]_Process temperature [K]_High', 'Tool wear [min]_Tool wear [min]_High'})",frozenset({'HDF'}),0.107,0.0115,0.0048,0.044859813084112146,3.9008533116619257,1.0,0.0035694999999999998,1.034926614481409,0.8327500933184023,0.04221635883905013,0.03374791409621866,0.2311255587159691
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_Low', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'HDF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low'})",0.1286,0.0115,0.0057,0.044323483670295497,3.8542159713300435,1.0,0.0042211,1.0343458096013018,0.849832292459402,0.04241071428571429,0.03320534513939858,0.2699878287916695
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_Low', 'Process temperature [K]_Process temperature [K]_High'})",frozenset({'HDF'}),0.1286,0.0115,0.0057,0.044323483670295497,3.8542159713300435,1.0,0.0042211,1.0343458096013018,0.849832292459402,0.04241071428571429,0.03320534513939858,0.2699878287916695
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_Low', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'HDF', 'Air temperature [K]_Air temperature [K]_High'})",0.1286,0.0115,0.0057,0.044323483670295497,3.8542159713300435,1.0,0.0042211,1.0343458096013018,0.849832292459402,0.04241071428571429,0.03320534513939858,0.2699878287916695
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_Low', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'HDF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Air temperature [K]_Air temperature [K]_High'})",0.1286,0.0115,0.0057,0.044323483670295497,3.8542159713300435,1.0,0.0042211,1.0343458096013018,0.849832292459402,0.04241071428571429,0.03320534513939858,0.2699878287916695
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'HDF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Tool wear [min]_Tool wear [min]_Low', 'Air temperature [K]_Air temperature [K]_High'})",0.2513,0.0059,0.0057,0.022682053322721846,3.8444158174104825,1.0,0.00421733,1.0171715390879479,0.9882228611464551,0.022664015904572562,0.016881655087739512,0.4943918741189881
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'HDF', 'Tool wear [min]_Tool wear [min]_Low', 'Rotational speed [rpm]_Rotational speed [rpm]_Low'})",0.2513,0.0059,0.0057,0.022682053322721846,3.8444158174104825,1.0,0.00421733,1.0171715390879479,0.9882228611464551,0.022664015904572562,0.016881655087739512,0.4943918741189881
