antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Air temperature [K]_Air temperature [K]_Low'})","frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Process temperature [K]_Process temperature [K]_Low', 'PWF'})",0.2004,0.0013,0.0012,0.005988023952095808,4.606172270842929,1.0,0.0009394799999999999,1.004716265060241,0.9791145572786394,0.0059850374064837905,0.0046941263163070065,0.46453247351450944
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Air temperature [K]_Air temperature [K]_High'})","frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Process temperature [K]_Process temperature [K]_High', 'PWF'})",0.2059,0.0018,0.0017,0.008256435162700339,4.58690842372241,1.0,0.0013293799999999998,1.0065101860920667,0.9847478092105749,0.00825242718446602,0.006468077702564957,0.4763504398035724
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Air temperature [K]_Air temperature [K]_High', 'PWF'})",0.2094,0.0018,0.0017,0.008118433619866285,4.510240899925714,1.0,0.00132308,1.0063701492537314,0.9844198747042455,0.008114558472553698,0.006329827309022526,0.47628143903215536
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Process temperature [K]_Process temperature [K]_Low'})","frozenset({'Air temperature [K]_Air temperature [K]_Low', 'Torque [Nm]_Torque [Nm]_Low', 'Tool wear [min]_Tool wear [min]_High', 'PWF'})",0.1969,0.0008,0.0007,0.0035551041137633316,4.443880142204164,1.0,0.00054248,1.0027649337410804,0.9649750075599909,0.0035532994923857873,0.0027573099617327177,0.4392775520568817
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Tool wear [min]_Tool wear [min]_Low', 'Air temperature [K]_Air temperature [K]_High', 'PWF'})",0.2094,0.0013,0.0012,0.0057306590257879654,4.408199250606128,1.0,0.0009277799999999999,1.004456195965418,0.9779281558310144,0.005727923627684964,0.004436426380082072,0.4644037910513555
"frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_Low'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Air temperature [K]_Air temperature [K]_Low', 'PWF'})",0.1222,0.0013,0.0007,0.0057283142389525366,4.406395568425029,1.0,0.00054114,1.004453827160494,0.8806757152621812,0.005700325732899023,0.004434078541055909,0.27209492635024546
"frozenset({'Air temperature [K]_Air temperature [K]_Low', 'Torque [Nm]_Torque [Nm]_Low', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'PWF', 'Process temperature [K]_Process temperature [K]_Low'})",0.123,0.0013,0.0007,0.005691056910569106,4.377736085053159,1.0,0.0005401,1.0044161896974653,0.8797849812673073,0.0056634304207119745,0.004396772715098735,0.2720762976860538
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Tool wear [min]_Tool wear [min]_Low', 'Air temperature [K]_Air temperature [K]_High', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'Torque [Nm]_Torque [Nm]_Low', 'PWF'})",0.0896,0.0031,0.0012,0.013392857142857142,4.320276497695852,1.0,0.00092224,1.0104325791855204,0.8441710603397775,0.013114754098360656,0.010324864221945172,0.20024481566820276
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Air temperature [K]_Air temperature [K]_Low'})","frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Tool wear [min]_Tool wear [min]_Low', 'Process temperature [K]_Process temperature [K]_Low', 'PWF'})",0.2004,0.0006,0.0005,0.00249500998003992,4.1583499667332005,1.0,0.00037976000000000004,1.0018997498749374,0.9498749374687344,0.002493765586034913,0.001896147668641105,0.41791417165668665
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Tool wear [min]_Tool wear [min]_Low', 'Air temperature [K]_Air temperature [K]_High'})","frozenset({'Torque [Nm]_Torque [Nm]_Low', 'PWF'})",0.1013,0.0031,0.0013,0.012833168805528133,4.13973187275101,1.0,0.00098597,1.0098597,0.8439284094118855,0.012609117361784673,0.009763435455439996,0.2160940037576028
"frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Process temperature [K]_Process temperature [K]_Low'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Air temperature [K]_Air temperature [K]_Low', 'Tool wear [min]_Tool wear [min]_Low', 'PWF'})",0.2416,0.0005,0.0005,0.0020695364238410598,4.13907284768212,1.0,0.0003792,1.0015727913728745,1.0,0.0020695364238410598,0.0015703215846333764,0.5010347682119205
"frozenset({'Air temperature [K]_Air temperature [K]_Low', 'Torque [Nm]_Torque [Nm]_Low'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'PWF', 'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_Low'})",0.2436,0.0007,0.0007,0.0028735632183908046,4.105090311986864,1.0,0.0005294799999999999,1.0021798270893372,1.0,0.0028735632183908046,0.0021750857784357093,0.5014367816091954
"frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Tool wear [min]_Tool wear [min]_Low'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'PWF', 'Air temperature [K]_Air temperature [K]_High', 'Process temperature [K]_Process temperature [K]_Low'})",0.2456,0.0001,0.0001,0.00040716612377850165,4.071661237785016,1.0,7.544e-05,1.0003072912423625,1.0,0.00040716612377850165,0.00030719684346284794,0.5002035830618893
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Air temperature [K]_Air temperature [K]_High'})","frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_High', 'PWF'})",0.2059,0.0006,0.0005,0.0024283632831471587,4.047272138578598,1.0,0.00037646,1.0018328140214214,0.9481425513159552,0.0024271844660194177,0.0018294609597229927,0.41788084830824024
"frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Air temperature [K]_Air temperature [K]_Low', 'Process temperature [K]_Process temperature [K]_High', 'PWF'})",0.2484,0.0001,0.0001,0.00040257648953301127,4.025764895330113,1.0,7.516e-05,1.0003026983487717,1.0,0.00040257648953301127,0.00030260675020803206,0.5002012882447665
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Tool wear [min]_Tool wear [min]_Low', 'Process temperature [K]_Process temperature [K]_Low'})","frozenset({'Air temperature [K]_Air temperature [K]_Low', 'Torque [Nm]_Torque [Nm]_Low', 'PWF'})",0.096,0.0013,0.0005,0.005208333333333333,4.006410256410256,1.0,0.0003752,1.0039287958115184,0.8300884955752212,0.005165289256198347,0.0039134207803477854,0.19491185897435898
"frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Air temperature [K]_Air temperature [K]_High'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'PWF', 'Tool wear [min]_Tool wear [min]_Low', 'Process temperature [K]_Process temperature [K]_High'})",0.2504,0.0012,0.0012,0.004792332268370606,3.9936102236421718,1.0,0.0008995199999999999,1.0036096308186195,0.9999999999999999,0.004792332268370606,0.0035966482462661256,0.5023961661341853
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_Low', 'Tool wear [min]_Tool wear [min]_Low'})","frozenset({'PWF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_Low'})",0.1256,0.003,0.0015,0.01194267515923567,3.980891719745223,1.0,0.0011232,1.009050765511684,0.8563586459286366,0.011801730920535013,0.008969583910968576,0.2559713375796178
"frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'PWF', 'Air temperature [K]_Air temperature [K]_High', 'Tool wear [min]_Tool wear [min]_High'})",0.2524,0.0005,0.0005,0.0019809825673534074,3.9619651347068148,1.0,0.0003738,1.0014839221913459,0.9999999999999999,0.0019809825673534074,0.0014817234290679412,0.5009904912836767
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Air temperature [K]_Air temperature [K]_Low', 'Tool wear [min]_Tool wear [min]_Low'})","frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Process temperature [K]_Process temperature [K]_Low', 'PWF'})",0.0977,0.0013,0.0005,0.00511770726714432,3.936697897803323,1.0,0.00037299,1.0038373456790124,0.8267538512689794,0.005076142131979696,0.0038226767469153097,0.19486654594126449
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_Low', 'Process temperature [K]_Process temperature [K]_Low'})","frozenset({'Air temperature [K]_Air temperature [K]_Low', 'PWF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low'})",0.124,0.0031,0.0015,0.012096774193548387,3.902185223725286,1.0,0.0011156,1.0091069387755103,0.8490106544901065,0.01194267515923567,0.00902475092140474,0.24798387096774194
"frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Process temperature [K]_Process temperature [K]_Low'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Air temperature [K]_Air temperature [K]_Low', 'PWF'})",0.2416,0.0013,0.0012,0.004966887417218542,3.820682628629648,1.0,0.0008859199999999999,1.0036851913477538,0.9734528832630099,0.004964832436905254,0.0036716605759672997,0.46402190524707077
"frozenset({'Air temperature [K]_Air temperature [K]_Low', 'Torque [Nm]_Torque [Nm]_Low'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'PWF', 'Process temperature [K]_Process temperature [K]_Low'})",0.2436,0.0013,0.0012,0.004926108374384236,3.78931413414172,1.0,0.0008833199999999999,1.0036440594059406,0.9731623479640402,0.004924086992203529,0.003630828451371018,0.4640015157256536
"frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Air temperature [K]_Air temperature [K]_High'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'PWF', 'Process temperature [K]_Process temperature [K]_High'})",0.2504,0.0018,0.0017,0.006789137380191693,3.7717429889953853,1.0,0.00124928,1.0050232408524327,0.9803503044761127,0.006786427145708581,0.004998134021430268,0.47561679091231807
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Tool wear [min]_Tool wear [min]_Low', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'Torque [Nm]_Torque [Nm]_Low', 'PWF'})",0.103,0.0031,0.0012,0.011650485436893204,3.7582211086752273,1.0,0.0008806999999999999,1.0086512770137523,0.8181902638424378,0.011439466158245948,0.008577074367432243,0.19937362981522078
"frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'PWF', 'Air temperature [K]_Air temperature [K]_High'})",0.2524,0.0018,0.0017,0.006735340729001584,3.741855960556436,1.0,0.0012456799999999999,1.0049688073394496,0.9801403707550435,0.006732673267326731,0.004944240361652559,0.475589892586723
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_Low'})","frozenset({'PWF', 'Tool wear [min]_Tool wear [min]_Low', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_Low'})",0.2517,0.0016,0.0015,0.005959475566150179,3.724672228843862,1.0,0.00109728,1.0043856115107914,0.9775758385674196,0.00595710881652105,0.004366461905198497,0.4717297377830751
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Air temperature [K]_Air temperature [K]_High', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Tool wear [min]_Tool wear [min]_Low', 'PWF'})",0.1791,0.0018,0.0012,0.006700167504187604,3.7223152801042243,1.0,0.00087762,1.0049332209106239,0.8909124132050189,0.006677796327212019,0.004909003710867165,0.3366834170854271
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'PWF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Tool wear [min]_Tool wear [min]_Low', 'Air temperature [K]_Air temperature [K]_High'})",0.2513,0.0015,0.0014,0.005571030640668523,3.7140204271123483,1.0,0.00102305,1.0040938375350141,0.9760251101909978,0.005568814638027048,0.004077146360208836,0.46945218198700095
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'PWF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Air temperature [K]_Air temperature [K]_High'})",0.1227,0.0033,0.0015,0.012224938875305623,3.7045269319107947,1.0,0.00109509,1.009035396039604,0.8321668756411718,0.012048192771084338,0.008954488687975944,0.23338519671038008
"frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'PWF', 'Tool wear [min]_Tool wear [min]_Low', 'Air temperature [K]_Air temperature [K]_High'})",0.2524,0.0013,0.0012,0.004754358161648177,3.6571985858832132,1.0,0.0008718799999999999,1.0034708598726114,0.9718655252363116,0.004752475247524751,0.0034588546727227164,0.4639156406192856
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Tool wear [min]_Tool wear [min]_Low'})","frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Air temperature [K]_Air temperature [K]_High', 'PWF'})",0.199,0.0018,0.0013,0.006532663316582914,3.6292573981016187,1.0,0.0009417999999999999,1.004763783510369,0.9044463651205226,0.0065162907268170416,0.004741197472032573,0.36437744276940254
"frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Process temperature [K]_Process temperature [K]_Low'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Air temperature [K]_Air temperature [K]_Low', 'Tool wear [min]_Tool wear [min]_High', 'PWF'})",0.2416,0.0008,0.0007,0.0028973509933774835,3.6216887417218544,1.0,0.00050672,1.0021034454130344,0.9544906570223026,0.0028961522548613984,0.002099030217551525,0.43894867549668876
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Tool wear [min]_Tool wear [min]_Low'})","frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Air temperature [K]_Air temperature [K]_High', 'Process temperature [K]_Process temperature [K]_High', 'PWF'})",0.199,0.0017,0.0012,0.006030150753768843,3.5471475022169665,1.0,0.0008617,1.0043564206268958,0.8964835622138994,0.006015037593984962,0.004337524545496187,0.35595625184747265
"frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Tool wear [min]_Tool wear [min]_Low', 'Air temperature [K]_Air temperature [K]_High', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'PWF'})",0.1101,0.0031,0.0012,0.0108991825613079,3.515865342357387,1.0,0.0008586899999999998,1.0078851239669422,0.8041072030565231,0.010714285714285713,0.007823435210460326,0.19899797837742814
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Air temperature [K]_Air temperature [K]_High'})","frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Tool wear [min]_Tool wear [min]_Low', 'PWF'})",0.2059,0.0018,0.0013,0.006313744536182613,3.507635853434785,1.0,0.0009293799999999999,1.0045424242424241,0.9002741371460676,0.006298449612403101,0.004521883927251665,0.3642679833792024
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'PWF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Air temperature [K]_Air temperature [K]_High'})",0.2513,0.0033,0.0029,0.011539992041384797,3.4969672852681204,1.0,0.00207071,1.008336191626409,0.9537036610584785,0.011521652761223676,0.008267274045735724,0.4451639354146318
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High'})","frozenset({'PWF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_High', 'Tool wear [min]_Tool wear [min]_High'})",0.2543,0.0017,0.0015,0.005898545025560361,3.469732367976683,1.0,0.00106769,1.004223457278481,0.9545304188458272,0.005893909626719057,0.004205694706561515,0.4441257431010155
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'PWF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_High'})",0.1273,0.0034,0.0015,0.011783189316575021,3.465643916639712,1.0,0.00106718,1.0084831478537362,0.8152324204575838,0.011609907120743036,0.008411789400536846,0.22647982995240518
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_Low'})","frozenset({'PWF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_Low'})",0.2517,0.003,0.0026,0.010329757647993643,3.4432525493312145,1.0,0.0018449,1.0074062625451625,0.9482519351555835,0.010313367711225704,0.007351813087255409,0.4384982121573301
"frozenset({'Air temperature [K]_Air temperature [K]_Low', 'Torque [Nm]_Torque [Nm]_Low'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'PWF', 'Tool wear [min]_Tool wear [min]_Low', 'Process temperature [K]_Process temperature [K]_Low'})",0.2436,0.0006,0.0005,0.002052545155993432,3.420908593322387,1.0,0.00035384,1.0014555327025914,0.9355896351136965,0.002051702913418137,0.0014534172063172225,0.4176929392446634
"frozenset({'Air temperature [K]_Air temperature [K]_Low', 'Tool wear [min]_Tool wear [min]_Low', 'Rotational speed [rpm]_Rotational speed [rpm]_Low'})","frozenset({'Torque [Nm]_Torque [Nm]_High', 'PWF', 'Process temperature [K]_Process temperature [K]_Low'})",0.1485,0.003,0.0015,0.010101010101010102,3.367003367003367,1.0,0.0010545,1.007173469387755,0.8256018790369936,0.01,0.007122377232708227,0.255050505050505
"frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Tool wear [min]_Tool wear [min]_Low', 'Air temperature [K]_Air temperature [K]_High'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'PWF'})",0.125,0.0031,0.0013,0.0104,3.3548387096774195,1.0,0.0009124999999999999,1.0073767178658044,0.8021978021978021,0.01025236593059937,0.007322700371150566,0.21487741935483873
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High'})","frozenset({'PWF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_High'})",0.2543,0.0034,0.0029,0.011403853716083365,3.3540746223774605,1.0,0.00203538,1.0080961813842482,0.94120312781788,0.011381475667189951,0.008031159658923705,0.43217251509333576
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'Tool wear [min]_Tool wear [min]_Low'})","frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Process temperature [K]_Process temperature [K]_High', 'PWF'})",0.199,0.0018,0.0012,0.006030150753768843,3.3500837520938016,1.0,0.0008417999999999999,1.0042558139534885,0.8757802746566792,0.0060120240480961915,0.004237778755528794,0.33634840871021776
"frozenset({'Torque [Nm]_Torque [Nm]_Low', 'Air temperature [K]_Air temperature [K]_High'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_High', 'PWF', 'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_High'})",0.2504,0.0006,0.0005,0.001996805111821086,3.3280085197018106,1.0,0.00034976,1.0013995998399359,0.9331910352187833,0.001996007984031936,0.0013976436980399104,0.41766506922257723
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Process temperature [K]_Process temperature [K]_Low'})","frozenset({'Air temperature [K]_Air temperature [K]_Low', 'PWF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Tool wear [min]_Tool wear [min]_High'})",0.2547,0.0013,0.0011,0.004318806438947782,3.322158799190602,1.0,0.0007688900000000002,1.003031900630915,0.9378651671688033,0.004315417810906237,0.0030227359957422473,0.425236326296397
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'PWF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Air temperature [K]_Air temperature [K]_High', 'Tool wear [min]_Tool wear [min]_High'})",0.2513,0.0018,0.0015,0.005968961400716275,3.3160896670645976,1.0,0.00104766,1.004193995196157,0.9328703085347936,0.0059618441971383135,0.0041764790630297284,0.4196511473670248
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_Low', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'PWF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Air temperature [K]_Air temperature [K]_High'})",0.1286,0.0033,0.0014,0.01088646967340591,3.298930204062397,1.0,0.00097562,1.0076699685534591,0.7997147447457293,0.010727969348659005,0.007611587913520528,0.21756444695791508
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Process temperature [K]_Process temperature [K]_Low'})","frozenset({'Air temperature [K]_Air temperature [K]_Low', 'PWF', 'Rotational speed [rpm]_Rotational speed [rpm]_Low'})",0.2547,0.0031,0.0026,0.010208087946603848,3.292931595678661,1.0,0.00181043,1.007181396271321,0.9342804652746958,0.01018808777429467,0.007130191540379023,0.4244588826829794
