antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_Low'})","frozenset({'Air temperature [K]_Air temperature [K]_Low', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'OSF'})",0.1307,0.0049,0.0041,0.03136954858454476,6.40194869072342,1.0,0.0034595700000000004,1.027326777251185,0.9706632474124121,0.031178707224334603,0.02659988803592077,0.43405212123104797
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_Low'})","frozenset({'Air temperature [K]_Air temperature [K]_Low', 'OSF'})",0.1307,0.0049,0.0041,0.03136954858454476,6.40194869072342,1.0,0.0034595700000000004,1.027326777251185,0.9706632474124121,0.031178707224334603,0.02659988803592077,0.43405212123104797
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High', 'OSF'})",0.1425,0.0049,0.0044,0.030877192982456145,6.301467955603295,1.0,0.00370175,1.0268048515568429,0.9811158229525576,0.030769230769230774,0.026105108011713545,0.46441818832796283
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Air temperature [K]_Air temperature [K]_High', 'OSF'})",0.1425,0.0049,0.0044,0.030877192982456145,6.301467955603295,1.0,0.00370175,1.0268048515568429,0.9811158229525576,0.030769230769230774,0.026105108011713545,0.46441818832796283
"frozenset({'Air temperature [K]_Air temperature [K]_Low', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Torque [Nm]_Torque [Nm]_High', 'Process temperature [K]_Process temperature [K]_Low', 'OSF'})",0.1464,0.0046,0.0041,0.02800546448087432,6.0881444523639825,1.0,0.0034265600000000004,1.0240798313422346,0.9790842800649188,0.027910142954390742,0.023513627165837173,0.4596549061534807
"frozenset({'Air temperature [K]_Air temperature [K]_Low', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Process temperature [K]_Process temperature [K]_Low', 'OSF'})",0.1464,0.0046,0.0041,0.02800546448087432,6.0881444523639825,1.0,0.0034265600000000004,1.0240798313422346,0.9790842800649188,0.027910142954390742,0.023513627165837173,0.4596549061534807
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Air temperature [K]_Air temperature [K]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Torque [Nm]_Torque [Nm]_High', 'Process temperature [K]_Process temperature [K]_High', 'OSF'})",0.1481,0.0052,0.0044,0.029709655638082377,5.713395315015842,1.0,0.0036298800000000003,1.0252601252609603,0.9683915098869906,0.02955003357958361,0.02463777205275671,0.4379317508959643
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Air temperature [K]_Air temperature [K]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Process temperature [K]_Process temperature [K]_High', 'OSF'})",0.1481,0.0052,0.0044,0.029709655638082377,5.713395315015842,1.0,0.0036298800000000003,1.0252601252609603,0.9683915098869906,0.02955003357958361,0.02463777205275671,0.4379317508959643
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_High', 'Air temperature [K]_Air temperature [K]_Low'})",frozenset({'OSF'}),0.0146,0.0098,0.0008,0.05479452054794521,5.591277606933184,1.0,0.0006569200000000001,1.0476028985507246,0.8333164197280292,0.03389830508474576,0.04543983089067382,0.06821358680458485
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_Low', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Air temperature [K]_Air temperature [K]_Low', 'OSF'})",0.152,0.0049,0.0041,0.02697368421052632,5.50483351235231,1.0,0.0033552000000000005,1.022685598377282,0.9650253106304648,0.026832460732984297,0.022182377862050368,0.43185418904403877
"frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_Low', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_Low', 'OSF'})",0.152,0.0049,0.0041,0.02697368421052632,5.50483351235231,1.0,0.0033552000000000005,1.022685598377282,0.9650253106304648,0.026832460732984297,0.022182377862050368,0.43185418904403877
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_Low', 'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'OSF'})",0.0157,0.0098,0.0008,0.05095541401273886,5.199532042116211,1.0,0.00064614,1.0433651006711409,0.820557756781469,0.032388663967611336,0.0415627287545333,0.06629403353698168
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_Low', 'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_High'})",frozenset({'OSF'}),0.0157,0.0098,0.0008,0.05095541401273886,5.199532042116211,1.0,0.00064614,1.0433651006711409,0.820557756781469,0.032388663967611336,0.0415627287545333,0.06629403353698168
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_High', 'Tool wear [min]_Tool wear [min]_High'})",frozenset({'OSF'}),0.1163,0.0098,0.0052,0.04471195184866724,4.562444066190535,1.0,0.0040602599999999996,1.03654599459946,0.8835795301224744,0.043010752688172046,0.03525747510469324,0.28766209837331325
"frozenset({'Air temperature [K]_Air temperature [K]_Low', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_High', 'Tool wear [min]_Tool wear [min]_High'})",frozenset({'OSF'}),0.0182,0.0098,0.0008,0.04395604395604395,4.485310607759587,1.0,0.00062164,1.035726436781609,0.7914544713790995,0.029411764705882353,0.03449408599883251,0.06279434850863422
"frozenset({'Air temperature [K]_Air temperature [K]_Low', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Torque [Nm]_Torque [Nm]_High', 'OSF'})",0.0182,0.0098,0.0008,0.04395604395604395,4.485310607759587,1.0,0.00062164,1.035726436781609,0.7914544713790995,0.029411764705882353,0.03449408599883251,0.06279434850863422
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_High'})",frozenset({'OSF'}),0.1017,0.0098,0.0044,0.043264503441494594,4.4147452491321015,1.0,0.0034033400000000004,1.0349778006166495,0.8610557315333003,0.04108309990662932,0.03379570131437548,0.24612204763911466
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_High'})",frozenset({'OSF'}),0.1227,0.0098,0.0052,0.04237978810105949,4.324468173577499,1.0,0.00399754,1.0340216170212766,0.876276863453428,0.0408483896307934,0.03290222995461472,0.28649601649950934
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_High'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'OSF'})",0.1227,0.0098,0.0052,0.04237978810105949,4.324468173577499,1.0,0.00399754,1.0340216170212766,0.876276863453428,0.0408483896307934,0.03290222995461472,0.28649601649950934
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High', 'Process temperature [K]_Process temperature [K]_High', 'Tool wear [min]_Tool wear [min]_High'})",frozenset({'OSF'}),0.107,0.0098,0.0044,0.041121495327102804,4.196070951745185,1.0,0.0033514,1.0326647173489278,0.8529471648172656,0.039145907473309614,0.0316314838690192,0.24505054358191877
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High', 'Process temperature [K]_Process temperature [K]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'OSF'})",0.107,0.0098,0.0044,0.041121495327102804,4.196070951745185,1.0,0.0033514,1.0326647173489278,0.8529471648172656,0.039145907473309614,0.0316314838690192,0.24505054358191877
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_Low', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Tool wear [min]_Tool wear [min]_High'})",frozenset({'OSF'}),0.1197,0.0098,0.0049,0.04093567251461988,4.177109440267335,1.0,0.0037269399999999998,1.0324646341463415,0.8640236283085312,0.03932584269662921,0.03144382196992515,0.27046783625730997
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Air temperature [K]_Air temperature [K]_Low', 'Process temperature [K]_Process temperature [K]_High', 'OSF'})",0.2408,0.0008,0.0008,0.003322259136212625,4.1528239202657815,1.0,0.00060736,1.0025306666666667,1.0,0.003322259136212625,0.002524278559059873,0.5016611295681063
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Air temperature [K]_Air temperature [K]_High', 'OSF'})",0.2408,0.0049,0.0049,0.020348837209302327,4.1528239202657815,1.0,0.0037200799999999997,1.0157697329376856,1.0,0.020348837209302327,0.015524909264699354,0.5101744186046512
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Air temperature [K]_Air temperature [K]_Low', 'Process temperature [K]_Process temperature [K]_Low', 'OSF'})",0.2408,0.0041,0.0041,0.017026578073089705,4.1528239202657815,1.0,0.0031127200000000002,1.013150485847064,1.0,0.017026578073089705,0.01297979523354725,0.5085132890365448
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Tool wear [min]_Tool wear [min]_High'})",frozenset({'OSF'}),0.2408,0.0098,0.0098,0.040697674418604654,4.1528239202657815,1.0,0.0074401599999999995,1.0322084848484847,1.0,0.040697674418604654,0.03120346840901298,0.5203488372093024
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Air temperature [K]_Air temperature [K]_Low', 'OSF'})",0.2408,0.0049,0.0049,0.020348837209302327,4.1528239202657815,1.0,0.0037200799999999997,1.0157697329376856,1.0,0.020348837209302327,0.015524909264699354,0.5101744186046512
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Process temperature [K]_Process temperature [K]_Low', 'OSF'})",0.2408,0.0046,0.0046,0.01910299003322259,4.152823920265781,1.0,0.00349232,1.0147854360711261,1.0000000000000002,0.01910299003322259,0.014570012088831215,0.5095514950166113
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Air temperature [K]_Air temperature [K]_High', 'Process temperature [K]_Process temperature [K]_Low', 'OSF'})",0.2408,0.0005,0.0005,0.0020764119601328905,4.152823920265781,1.0,0.0003796,1.0015796920516022,1.0,0.0020764119601328905,0.001577200560413097,0.5010382059800664
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Process temperature [K]_Process temperature [K]_High', 'OSF'})",0.2408,0.0052,0.0052,0.02159468438538206,4.152823920265781,1.0,0.00394784,1.0167565365025466,1.0000000000000002,0.02159468438538206,0.01648038237372543,0.510797342192691
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Air temperature [K]_Air temperature [K]_High', 'Process temperature [K]_Process temperature [K]_High', 'OSF'})",0.2408,0.0044,0.0044,0.018272425249169437,4.152823920265781,1.0,0.0033404800000000003,1.0141306260575296,1.0,0.018272425249169437,0.013933733677349774,0.5091362126245847
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Air temperature [K]_Air temperature [K]_High', 'Tool wear [min]_Tool wear [min]_High'})",frozenset({'OSF'}),0.1211,0.0098,0.0049,0.04046242774566474,4.128819157720892,1.0,0.0037132199999999997,1.031955421686747,0.8622141313004892,0.03888888888888889,0.030965893501984188,0.2702312138728324
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_Low', 'Air temperature [K]_Air temperature [K]_Low'})",frozenset({'OSF'}),0.1051,0.0098,0.0041,0.039010466222645104,3.9806598186372555,1.0,0.0030700200000000006,1.0303962376237623,0.8367251825384496,0.037003610108303255,0.029499561929554743,0.22868890658071034
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_Low', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'OSF'})",0.1261,0.0098,0.0049,0.03885804916732752,3.965107057890563,1.0,0.00366422,1.0302328382838284,0.8557043139947363,0.03740458015267175,0.029345636404087577,0.26942902458366375
"frozenset({'Air temperature [K]_Air temperature [K]_Low', 'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_High'})",frozenset({'OSF'}),0.1261,0.0098,0.0049,0.03885804916732752,3.965107057890563,1.0,0.00366422,1.0302328382838284,0.8557043139947363,0.03740458015267175,0.029345636404087577,0.26942902458366375
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Process temperature [K]_Process temperature [K]_Low', 'OSF'})",0.2534,0.0046,0.0046,0.018153117600631413,3.946329913180742,1.0,0.00343436,1.0138036977491962,1.0000000000000002,0.018153117600631413,0.013615750050865395,0.5090765588003157
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Air temperature [K]_Air temperature [K]_Low', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_Low', 'OSF'})",0.2534,0.0041,0.0041,0.016179952644041044,3.946329913180742,1.0,0.00306106,1.0122786201363818,1.0,0.016179952644041044,0.012129684349875533,0.5080899763220206
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Air temperature [K]_Air temperature [K]_High', 'Process temperature [K]_Process temperature [K]_High', 'OSF'})",0.2534,0.0044,0.0044,0.017363851617995266,3.946329913180742,1.0,0.0032850400000000004,1.0131929317269077,1.0000000000000002,0.017363851617995266,0.013021144654474954,0.5086819258089976
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Air temperature [K]_Air temperature [K]_High', 'Process temperature [K]_Process temperature [K]_High', 'OSF'})",0.2534,0.0044,0.0044,0.017363851617995266,3.946329913180742,1.0,0.0032850400000000004,1.0131929317269077,1.0000000000000002,0.017363851617995266,0.013021144654474954,0.5086819258089976
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_Low', 'OSF'})",0.2534,0.0046,0.0046,0.018153117600631413,3.946329913180742,1.0,0.00343436,1.0138036977491962,1.0000000000000002,0.018153117600631413,0.013615750050865395,0.5090765588003157
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Air temperature [K]_Air temperature [K]_High', 'Process temperature [K]_Process temperature [K]_Low', 'OSF'})",0.2534,0.0005,0.0005,0.001973164956590371,3.946329913180742,1.0,0.0003733,1.0014760775009885,1.0000000000000002,0.001973164956590371,0.001473901907544143,0.5009865824782952
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Air temperature [K]_Air temperature [K]_Low', 'Process temperature [K]_Process temperature [K]_Low', 'OSF'})",0.2534,0.0041,0.0041,0.016179952644041044,3.946329913180742,1.0,0.00306106,1.0122786201363818,1.0,0.016179952644041044,0.012129684349875533,0.5080899763220206
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Air temperature [K]_Air temperature [K]_High', 'Process temperature [K]_Process temperature [K]_Low', 'OSF'})",0.2534,0.0005,0.0005,0.001973164956590371,3.946329913180742,1.0,0.0003733,1.0014760775009885,1.0000000000000002,0.001973164956590371,0.001473901907544143,0.5009865824782952
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_High', 'OSF'})",0.2534,0.0052,0.0052,0.020520915548539857,3.9463299131807417,1.0,0.00388232,1.0156419016921838,1.0000000000000002,0.020520915548539857,0.01540100075245261,0.51026045777427
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_High'})",frozenset({'OSF'}),0.2534,0.0098,0.0098,0.03867403314917127,3.9463299131807417,1.0,0.007316679999999999,1.030035632183908,1.0,0.03867403314917127,0.029159799181146508,0.5193370165745856
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Process temperature [K]_Process temperature [K]_High', 'OSF'})",0.2534,0.0052,0.0052,0.020520915548539857,3.9463299131807417,1.0,0.00388232,1.0156419016921838,1.0000000000000002,0.020520915548539857,0.01540100075245261,0.51026045777427
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Air temperature [K]_Air temperature [K]_Low', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'OSF'})",0.2534,0.0049,0.0049,0.019337016574585635,3.9463299131807417,1.0,0.0036583399999999995,1.0147216901408451,1.0,0.019337016574585635,0.014508106295433257,0.5096685082872928
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'OSF'})",0.2534,0.0098,0.0098,0.03867403314917127,3.9463299131807417,1.0,0.007316679999999999,1.030035632183908,1.0,0.03867403314917127,0.029159799181146508,0.5193370165745856
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Air temperature [K]_Air temperature [K]_Low', 'OSF'})",0.2534,0.0049,0.0049,0.019337016574585635,3.9463299131807417,1.0,0.0036583399999999995,1.0147216901408451,1.0,0.019337016574585635,0.014508106295433257,0.5096685082872928
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Air temperature [K]_Air temperature [K]_High', 'OSF'})",0.2534,0.0049,0.0049,0.019337016574585635,3.9463299131807417,1.0,0.0036583399999999995,1.0147216901408451,1.0,0.019337016574585635,0.014508106295433257,0.5096685082872928
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Air temperature [K]_Air temperature [K]_High', 'OSF'})",0.2534,0.0049,0.0049,0.019337016574585635,3.9463299131807417,1.0,0.0036583399999999995,1.0147216901408451,1.0,0.019337016574585635,0.014508106295433257,0.5096685082872928
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Air temperature [K]_Air temperature [K]_Low', 'Process temperature [K]_Process temperature [K]_High', 'OSF'})",0.2534,0.0008,0.0008,0.0031570639305445935,3.9463299131807417,1.0,0.0005972800000000001,1.0023645288994458,1.0000000000000002,0.0031570639305445935,0.0023589510914177277,0.5015785319652722
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Air temperature [K]_Air temperature [K]_Low', 'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'Process temperature [K]_Process temperature [K]_High', 'OSF'})",0.2534,0.0008,0.0008,0.0031570639305445935,3.9463299131807417,1.0,0.0005972800000000001,1.0023645288994458,1.0000000000000002,0.0031570639305445935,0.0023589510914177277,0.5015785319652722
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High', 'Tool wear [min]_Tool wear [min]_High'})",frozenset({'OSF'}),0.1273,0.0098,0.0049,0.0384917517674784,3.9277297721916735,1.0,0.0036524599999999997,1.0298403594771242,0.8541308582559871,0.03706505295007564,0.028975713762349423,0.2692458758837392
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_High', 'Tool wear [min]_Tool wear [min]_High'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'OSF'})",0.1273,0.0098,0.0049,0.0384917517674784,3.9277297721916735,1.0,0.0036524599999999997,1.0298403594771242,0.8541308582559871,0.03706505295007564,0.028975713762349423,0.2692458758837392
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_Low', 'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_Low'})",frozenset({'OSF'}),0.1104,0.0098,0.0041,0.037137681159420295,3.789559301981663,1.0,0.0030180800000000002,1.0283920978363124,0.8274697315318478,0.03531438415159346,0.027608241930337604,0.22775251404909794
"frozenset({'Torque [Nm]_Torque [Nm]_High', 'Air temperature [K]_Air temperature [K]_Low', 'Tool wear [min]_Tool wear [min]_High', 'Process temperature [K]_Process temperature [K]_Low'})","frozenset({'Rotational speed [rpm]_Rotational speed [rpm]_Low', 'OSF'})",0.1104,0.0098,0.0041,0.037137681159420295,3.789559301981663,1.0,0.0030180800000000002,1.0283920978363124,0.8274697315318478,0.03531438415159346,0.027608241930337604,0.22775251404909794
