Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temp_Diff,Cluster
1,-0.6024172079894964,-0.4755536884785243,-0.4951947281526235,0.4828330496792433,-0.706210829833155,0,0,0,0,0,0,0.4988493226094761,1
2,-0.5524211743618752,-0.4755536884785243,0.2355256953396638,-0.9316316705893004,-0.6747894674682174,0,0,0,0,0,0,0.3989535894638515,1
1,-0.5024251407342256,-0.4081528028729957,1.222834969829243,-1.433214904727082,-0.627657423920811,0,0,0,0,0,0,0.3989535894637948,2
2,-0.5024251407342256,-0.4081528028729957,0.1239653253408413,-0.269541801527429,-0.5962360615558734,0,0,0,0,0,0,0.3989535894637948,1
1,-0.5024251407342256,-0.3407519172674287,1.7973708753231787,-1.6739748571132171,-0.549104018008467,0,0,0,0,0,0,0.4988493226094761,2
1,-0.452429107106576,-0.3407519172674287,-0.1493575811562738,-0.099003501920583,-0.5176826556435293,0,0,0,0,0,0,0.3989535894637948,1
0,-0.452429107106576,-0.4081528028729957,1.5184699503261223,-1.5435632162373938,-0.4862612932785917,0,0,0,0,0,0,0.2990578563181135,2
1,-0.452429107106576,-0.4081528028729957,-0.556552931651976,0.42264306158271,-0.4077078873662477,0,0,0,0,0,0,0.2990578563181135,1
1,-0.5024251407342256,-0.4081528028729957,0.8602637673330699,-0.991821658685834,-0.3762865250013101,0,0,0,0,0,0,0.3989535894637948,2
2,-0.452429107106576,-0.3407519172674287,-1.1143547816460884,0.8239096488929353,-0.3448651626363725,0,0,0,0,0,0,0.3989535894637948,1
1,-0.5024251407342256,-0.4081528028729957,1.445955709826888,-1.4532782340925934,-0.2977331190889661,0,0,0,0,0,0,0.3989535894637948,2
1,-0.5024251407342256,-0.4081528028729957,-0.6681133016507984,0.8339413135756903,-0.2663117567240285,0,0,0,0,0,0,0.3989535894637948,1
1,-0.5524211743618752,-0.4755536884785243,0.7040792493347183,-0.7510617062996991,-0.2348903943590909,0,0,0,0,0,0,0.3989535894638515,2
2,-0.6024172079894964,-0.61035545968962,0.112809288340959,-0.530365083279075,-0.2034690319941533,0,0,0,0,0,0,0.2990578563181703,1
2,-0.6024172079894964,-0.5429545740840913,-0.4840386911527413,0.8640363076239577,-0.1563369884467469,0,0,0,0,0,0,0.3989535894637948,1
2,-0.5524211743618752,-0.5429545740840913,0.2355256953396638,-0.3297317896239622,-0.1092049448993405,0,0,0,0,0,0,0.2990578563181703,1
1,-0.6024172079894964,-0.61035545968962,-0.556552931651976,-0.0789401725550715,-0.0620729013519341,0,0,0,0,0,0,0.2990578563181703,1
0,-0.5524211743618752,-0.5429545740840913,-0.8912340416484434,1.074701265961826,-0.0306515389869965,0,0,0,0,0,0,0.2990578563181703,1
1,-0.6024172079894964,-0.61035545968962,-1.052996578146736,1.255271230251427,0.0479018669253474,0,0,0,0,0,0,0.2990578563181703,1
1,-0.6024172079894964,-0.61035545968962,-0.9860603561474424,0.5430230377757772,0.079323229290285,0,0,0,0,0,0,0.2990578563181703,1
1,-0.6024172079894964,-0.61035545968962,-0.9525922451477956,1.0847329306445812,0.1107445916552226,0,0,0,0,0,0,0.2990578563181703,1
2,-0.6024172079894964,-0.61035545968962,-0.9525922451477956,0.9141946310377358,0.1421659540201603,0,0,0,0,0,0,0.2990578563181703,1
0,-0.6024172079894964,-0.5429545740840913,-0.9302801711480312,0.8540046429412019,0.1892979975675666,0,0,0,0,0,0,0.3989535894637948,1
2,-0.6024172079894964,-0.61035545968962,-0.3724783211539187,0.7536879961136456,0.2678514034799107,0,0,0,0,0,0,0.2990578563181703,1
1,-0.6024172079894964,-0.61035545968962,-0.2776520066549197,0.9141946310377358,0.3149834470273171,0,0,0,0,0,0,0.2990578563181703,1
2,-0.652413241617146,-0.677756345295187,1.6969665423242386,-1.4231832400443265,0.3464048093922547,0,0,0,0,0,0,0.2990578563181703,2
1,-0.6024172079894964,-0.61035545968962,-0.6736913201507395,0.6333080199205777,0.3935368529396611,0,0,0,0,0,0,0.2990578563181703,1
0,-0.6024172079894964,-0.5429545740840913,-0.6346451906511517,1.3957145358100058,0.4249582153045987,0,0,0,0,0,0,0.3989535894637948,1
2,-0.5524211743618752,-0.5429545740840913,-0.7071594311503863,0.4126113968999543,0.5035116212169427,0,0,0,0,0,0,0.2990578563181703,1
1,-0.5524211743618752,-0.61035545968962,7.375389375264303,-3.54989615278852,0.5506436647643491,1,0,0,1,0,0,0.1991621231725457,2
1,-0.5524211743618752,-0.61035545968962,-0.8689219676486789,1.496031182637562,0.5820650271292868,0,0,0,0,0,0,0.1991621231725457,1
0,-0.6024172079894964,-0.677756345295187,-0.2330278586553906,0.382516402851687,0.6134863894942243,0,0,0,0,0,0,0.1991621231724889,1
1,-0.652413241617146,-0.677756345295187,0.1462773993406058,-0.4902384245480525,0.6920397954065683,0,0,0,0,0,0,0.2990578563181703,1
1,-0.652413241617146,-0.677756345295187,0.8491077303331875,-0.991821658685834,0.723461157771506,0,0,0,0,0,0,0.2990578563181703,2
1,-0.6024172079894964,-0.61035545968962,-0.1493575811562738,0.0715347976862629,0.7548825201364435,0,0,0,0,0,0,0.2990578563181703,1
1,-0.6024172079894964,-0.61035545968962,-0.3445882286542132,0.2420730972931082,0.7863038825013812,0,0,0,0,0,0,0.2990578563181703,1
1,-0.6024172079894964,-0.61035545968962,-0.1437795626563326,0.0314081389552398,0.8177252448663187,0,0,0,0,0,0,0.2990578563181703,1
2,-0.6024172079894964,-0.677756345295187,0.6817671753349538,-1.052011646782368,0.8491466072312563,0,0,0,0,0,0,0.1991621231724889,2
1,-0.6024172079894964,-0.61035545968962,-0.8968120601483845,1.445872859223784,0.8962786507786628,0,0,0,0,0,0,0.2990578563181703,1
1,-0.6024172079894964,-0.61035545968962,-0.8131417826492676,1.265302894934183,0.9277000131436004,0,0,0,0,0,0,0.2990578563181703,1
2,-0.6024172079894964,-0.677756345295187,0.2968838988390162,-0.1792568193826278,0.959121375508538,0,0,0,0,0,0,0.1991621231724889,1
1,-0.6024172079894964,-0.677756345295187,1.618874283325063,-1.71410151584424,1.0062534190559445,0,0,0,0,0,0,0.1991621231724889,2
2,-0.5524211743618752,-0.677756345295187,1.5240479688260635,-1.4131515753615709,1.037674781420882,0,0,0,0,0,0,0.0992663900268644,2
1,-0.5024251407342256,-0.61035545968962,-0.0879993776569214,-0.1391301606516054,1.0848068249682885,0,0,0,0,0,0,0.0992663900268644,1
1,-0.5024251407342256,-0.61035545968962,-0.8075637641493265,0.5129280437275106,1.116228187333226,0,0,0,0,0,0,0.0992663900268644,1
2,-0.5524211743618752,-0.7451572309007539,0.782171508333894,-1.1322649642444131,1.1476495496981636,0,0,0,0,0,0,-0.0006293431188168,2
0,-0.6024172079894964,-0.7451572309007539,-0.4059464321535655,0.4126113968999543,1.19478159324557,0,0,0,0,0,0,0.0992663900268076,1
1,-0.6024172079894964,-0.7451572309007539,-0.0656873036571569,-0.7610933709824549,1.273334999157914,0,0,0,0,0,0,0.0992663900268076,1
1,-0.5524211743618752,-0.677756345295187,-0.7183154681502685,2.5794509683751707,1.3047563615228517,1,0,0,1,1,0,0.0992663900268644,1
2,-0.5524211743618752,-0.677756345295187,2.14878604081947,-1.7441965098925063,1.3361777238877892,0,0,0,0,0,0,0.0992663900268644,2
1,-0.5524211743618752,-0.61035545968962,-0.4840386911527413,0.5530547024585329,1.3833097674351955,0,0,0,0,0,0,0.1991621231725457,1
1,-0.5524211743618752,-0.61035545968962,-0.9470142266478546,0.4427063909482209,1.4147311298001333,0,0,0,0,0,0,0.1991621231725457,1
1,-0.5024251407342256,-0.61035545968962,0.2968838988390162,-0.5002700892308083,1.4461524921650708,0,0,0,0,0,0,0.0992663900268644,1
1,-0.5524211743618752,-0.677756345295187,0.3470860653384863,-0.7711250356652106,1.4775738545300083,0,0,0,0,0,0,0.0992663900268644,1
1,-0.6024172079894964,-0.7451572309007539,-0.8912340416484434,0.6734346786516008,1.508995216894946,0,0,0,0,0,0,0.0992663900268076,1
1,-0.6024172079894964,-0.7451572309007539,-0.4338365246532711,0.793814654844668,1.5404165792598836,0,0,0,0,0,0,0.0992663900268076,1
1,-0.6024172079894964,-0.7451572309007539,-0.4673046356529179,0.1317247857827961,1.5718379416248212,1,1,0,0,0,0,0.0992663900268076,1
1,-0.6024172079894964,-0.7451572309007539,-0.785251690149562,1.1549545834238708,-1.6959837443286896,0,0,0,0,0,0,0.0992663900268076,1
1,-0.6024172079894964,-0.7451572309007539,-0.7629396161497976,-0.2093518134308951,-1.6645623819637518,0,0,0,0,0,0,0.0992663900268076,1
0,-0.6024172079894964,-0.8125581165062826,-0.5230848206523292,0.9944479484997806,-1.6331410195988143,0,0,0,0,0,0,-0.0006293431188168,1
1,-0.5524211743618752,-0.7451572309007539,-0.4951947281526235,0.7536879961136456,-1.5545876136864702,0,0,0,0,0,0,-0.0006293431188168,1
1,-0.5524211743618752,-0.7451572309007539,-0.4784606726528002,0.081566462369018,-1.5231662513215327,0,0,0,0,0,0,-0.0006293431188168,1
1,-0.5024251407342256,-0.677756345295187,-0.3892123766537421,0.011344809589729,-1.491744888956595,0,0,0,0,0,0,-0.0006293431188168,1
1,-0.5524211743618752,-0.7451572309007539,-0.651379246150975,0.7637196607964014,-1.4603235265916574,0,0,0,0,0,0,-0.0006293431188168,1
2,-0.5024251407342256,-0.677756345295187,1.479423820826535,-1.32286659321677,-1.42890216422672,0,0,0,0,0,0,-0.0006293431188168,2
0,-0.5024251407342256,-0.677756345295187,-0.5732869871517993,0.3925480675344427,-1.3817701206793134,0,0,0,0,0,0,-0.0006293431188168,1
1,-0.5024251407342256,-0.677756345295187,0.0291390108418422,-0.8212833590789884,-1.3032167147669695,0,0,0,0,0,0,-0.0006293431188168,1
2,-0.5024251407342256,-0.677756345295187,-0.6681133016507984,0.5229597084102664,-1.2717953524020318,0,0,0,0,0,0,-0.0006293431188168,1
2,-0.5524211743618752,-0.7451572309007539,-0.2888080436548019,-0.0488451785068049,-1.2246633088546257,0,0,0,0,0,0,-0.0006293431188168,1
1,-0.5524211743618752,-0.7451572309007539,1.1949448773295372,-1.4231832400443265,-1.177531265307219,0,0,0,0,0,0,-0.0006293431188168,2
1,-0.5524211743618752,-0.7451572309007539,1.624452301825004,-1.5134682221891271,-1.1461099029422814,0,0,0,0,0,0,-0.0006293431188168,2
2,-0.5524211743618752,-0.7451572309007539,1.049916396331068,-1.2927715991685031,-1.114688540577344,0,0,0,0,0,0,-0.0006293431188168,2
1,-0.452429107106576,-0.677756345295187,-0.4951947281526235,0.3022630853896422,-1.0675564970299374,0,0,0,0,0,0,-0.1005250762644982,1
1,-0.5024251407342256,-0.7451572309007539,0.46422445383725,-0.811251694396233,-1.0361351346649998,0,0,0,0,0,0,-0.1005250762644982,1
2,-0.5024251407342256,-0.677756345295187,-1.0474185596467949,1.2251762362031606,-1.0047137723000623,0,0,0,0,0,0,-0.0006293431188168,1
2,-0.5024251407342256,-0.677756345295187,0.202057584340017,-0.4701750951825417,-0.9575817287526558,0,0,0,0,0,0,-0.0006293431188168,1
2,-0.5524211743618752,-0.7451572309007539,1.178210821829714,-1.0118849880513456,-0.9104496852052494,0,0,0,0,0,0,-0.0006293431188168,2
1,-0.5524211743618752,-0.8125581165062826,-0.0545312666572746,-0.7309983769341876,-0.863317641657843,0,0,0,0,0,0,-0.1005250762644414,1
1,-0.6024172079894964,-0.8125581165062826,-0.0879993776569214,0.4427063909482209,-0.8318962792929054,0,0,0,0,0,0,-0.0006293431188168,1
1,-0.6024172079894964,-0.7451572309007539,1.747168708823709,-1.5034365575063715,-0.8004749169279678,0,0,0,0,0,0,0.0992663900268076,2
1,-0.6024172079894964,-0.8125581165062826,2.522513280315525,-1.934798138864864,-0.7690535545630302,0,0,0,0,0,0,-0.0006293431188168,2
1,-0.6024172079894964,-0.8125581165062826,0.0904972143411945,0.0615031330035071,-0.7376321921980926,0,0,0,0,0,0,-0.0006293431188168,1
2,-0.6024172079894964,-0.8125581165062826,-0.5453968946520936,0.0514714683207514,-0.706210829833155,0,0,0,0,0,0,-0.0006293431188168,1
1,-0.6024172079894964,-0.8799590021118496,-0.4951947281526235,0.3423897441206646,-0.6590787862857486,0,0,0,0,0,0,-0.1005250762644982,1
1,-0.6024172079894964,-0.8799590021118496,0.291305880339075,-0.8915050118582778,-0.627657423920811,0,0,0,0,0,0,-0.1005250762644982,1
1,-0.6024172079894964,-0.8799590021118496,-0.5230848206523292,0.8540046429412019,-0.5962360615558734,0,0,0,0,0,0,-0.1005250762644982,1
2,-0.6024172079894964,-0.8125581165062826,-0.2330278586553906,0.6834663433343559,-0.5648146991909357,0,0,0,0,0,0,-0.0006293431188168,1
0,-0.5524211743618752,-0.8125581165062826,0.4586464353373088,-0.7309983769341876,-0.5176826556435293,0,0,0,0,0,0,-0.1005250762644414,1
1,-0.5524211743618752,-0.8799590021118496,0.1853235288401937,-0.5905550713756088,-0.4391292497311854,0,0,0,0,0,0,-0.2004208094101227,1
1,-0.6024172079894964,-0.9473598877173782,1.8587290788225312,-1.754228174575262,-0.4077078873662477,0,0,0,0,0,0,-0.2004208094101227,2
0,-0.652413241617146,-0.9473598877173782,-0.2218718216555084,0.3524214088034203,-0.3762865250013101,0,0,0,0,0,0,-0.1005250762644414,1
2,-0.6024172079894964,-0.8799590021118496,-0.2274498401554495,-0.0488451785068049,-0.2977331190889661,0,0,0,0,0,0,-0.1005250762644982,1
2,-0.6024172079894964,-0.9473598877173782,-0.294386062154743,0.1919147738793301,-0.2506010755415597,0,0,0,0,0,0,-0.2004208094101227,1
1,-0.6024172079894964,-0.9473598877173782,0.7877495268338351,-1.0620433114651238,-0.2034690319941533,0,0,0,0,0,0,-0.2004208094101227,2
1,-0.6024172079894964,-0.9473598877173782,-0.6011770796515049,0.5731180318240445,-0.1720476696292157,0,0,0,0,0,0,-0.2004208094101227,1
1,-0.5524211743618752,-0.8799590021118496,0.1406993808406647,-0.5905550713756088,-0.1406263072642781,0,0,0,0,0,0,-0.2004208094101227,1
1,-0.6024172079894964,-0.9473598877173782,0.3359300283386041,-0.7009033828859209,-0.1092049448993405,0,0,0,0,0,0,-0.2004208094101227,1
2,-0.6024172079894964,-0.9473598877173782,0.9383560263322456,-1.192454952340947,-0.0777835825344029,0,0,0,0,0,0,-0.2004208094101227,2
1,-0.652413241617146,-1.0147607733229451,-0.4003684136536244,0.0715347976862629,-0.0306515389869965,0,0,0,0,0,0,-0.2004208094101227,1
1,-0.5524211743618752,-0.8799590021118496,-0.5900210426516227,0.4728013849964882,0.000769823377941,0,0,0,0,0,0,-0.2004208094101227,1
1,-0.5524211743618752,-0.8799590021118496,0.1072312698410179,0.1216931211000411,0.0321911857428786,0,0,0,0,0,0,-0.2004208094101227,1
1,-0.5024251407342256,-0.8125581165062826,-1.276117318144381,1.074701265961826,0.0636125481078162,0,0,0,0,0,0,-0.2004208094101227,1
1,-0.5524211743618752,-0.8799590021118496,0.0402950478417244,0.3423897441206646,0.0950339104727538,0,0,0,0,0,0,-0.2004208094101227,1
1,-0.5524211743618752,-0.8799590021118496,1.049916396331068,-1.0620433114651238,0.1264552728376914,0,0,0,0,0,0,-0.2004208094101227,2
1,-0.5524211743618752,-0.9473598877173782,0.1183873068409002,-0.7811567003479657,0.1578766352026291,0,0,0,0,0,0,-0.3003165425557472,1
1,-0.5024251407342256,-0.9473598877173782,-1.1701349666454997,2.0578044048718778,0.1892979975675666,0,0,0,0,0,0,-0.4002122757014286,1
1,-0.5524211743618752,-0.9473598877173782,-0.7015814126504452,0.6533713492860893,0.2207193599325043,0,0,0,0,0,0,-0.3003165425557472,1
1,-0.5024251407342256,-0.9473598877173782,0.2689938063393106,-0.1391301606516054,0.2521407222974419,0,0,0,0,0,0,-0.4002122757014286,1
1,-0.5524211743618752,-1.0147607733229451,0.112809288340959,-0.570491742010098,0.2835620846623795,0,0,0,0,0,0,-0.4002122757014286,1
1,-0.6024172079894964,-1.082161658928512,-0.3669003026539776,0.1116614564172853,0.3149834470273171,0,0,0,0,0,0,-0.4002122757014854,1
1,-0.6024172079894964,-1.082161658928512,1.105696581330479,-1.2325816110719694,0.3464048093922547,0,0,0,0,0,0,-0.4002122757014854,2
2,-0.652413241617146,-1.082161658928512,-0.5453968946520936,0.3223264147551537,0.3778261717571923,0,0,0,0,0,0,-0.300316542555804,1
2,-0.652413241617146,-1.082161658928512,-0.606755098151446,0.964352954451514,0.4249582153045987,0,0,0,0,0,0,-0.300316542555804,1
1,-0.6024172079894964,-1.082161658928512,-0.9470142266478546,1.3054295536652054,0.4720902588520051,0,0,0,0,0,0,-0.4002122757014854,1
2,-0.6024172079894964,-1.0147607733229451,0.96066810033201,-1.1523282936099244,0.5035116212169427,0,0,0,0,0,0,-0.300316542555804,2
0,-0.652413241617146,-1.0147607733229451,-0.6625352831508573,0.5731180318240445,0.5506436647643491,0,0,0,0,0,0,-0.2004208094101227,1
1,-0.652413241617146,-0.9473598877173782,-1.3486315586436155,1.5361578413685846,0.6291970706766932,0,0,0,0,0,0,-0.1005250762644414,1
0,-0.6024172079894964,-0.9473598877173782,-0.5007727466525647,0.9442896250860024,0.6606184330416307,0,0,0,0,0,0,-0.2004208094101227,1
1,-0.6024172079894964,-0.9473598877173782,-1.5103940951419084,1.5863161647823627,0.7391718389539748,0,0,0,0,0,0,-0.2004208094101227,1
1,-0.6024172079894964,-0.9473598877173782,-0.1549355996562149,-0.3899217777204962,0.7705932013189124,0,0,0,0,0,0,-0.2004208094101227,1
1,-0.652413241617146,-1.0147607733229451,0.0291390108418422,-0.4802067598652967,0.8020145636838499,0,0,0,0,0,0,-0.2004208094101227,1
2,-0.7024092752447672,-1.082161658928512,1.3343953398280657,-1.1824232876581913,0.8334359260487876,0,0,0,0,0,0,-0.2004208094101795,2
0,-0.7024092752447672,-1.082161658928512,-0.7350495236500919,1.0546379365963146,0.880567969596194,0,0,0,0,0,0,-0.2004208094101795,1
2,-0.7024092752447672,-1.082161658928512,-0.8242978196491499,0.2420730972931082,0.959121375508538,0,0,0,0,0,0,-0.2004208094101795,1
1,-0.7524053088724167,-1.082161658928512,-0.1437795626563326,-0.640713394789387,1.0062534190559445,0,0,0,0,0,0,-0.1005250762644982,1
0,-0.7524053088724167,-1.082161658928512,0.4084442688378387,-0.3899217777204962,1.037674781420882,0,0,0,0,0,0,-0.1005250762644982,1
1,-0.8024013425000663,-1.082161658928512,-0.1326235256564504,0.011344809589729,1.116228187333226,0,0,0,0,0,0,-0.0006293431188168,1
2,-0.8523973761276875,-1.149562544534041,-0.8912340416484434,0.8038463195274238,1.1476495496981636,0,0,0,0,0,0,-0.0006293431188168,1
1,-0.8024013425000663,-1.149562544534041,-0.3669003026539776,-0.0087185197757825,1.19478159324557,0,0,0,0,0,0,-0.1005250762644414,1
1,-0.8024013425000663,-1.149562544534041,-0.651379246150975,0.2721680913413756,1.2262029556105076,0,0,0,0,0,0,-0.1005250762644414,1
2,-0.8024013425000663,-1.216963430139608,-0.4226804876533889,-0.2394468074791617,1.2576243179754452,0,0,0,0,0,0,-0.2004208094101227,1
2,-0.8024013425000663,-1.216963430139608,0.2522597508394872,0.1016297917345295,1.3047563615228517,0,0,0,0,0,0,-0.2004208094101227,1
1,-0.8024013425000663,-1.216963430139608,1.7360126718238265,-1.3028032638512588,1.351888405070258,0,0,0,0,0,0,-0.2004208094101227,2
1,-0.8024013425000663,-1.216963430139608,-0.0601092851572157,-0.3798901130377404,1.3833097674351955,0,0,0,0,0,0,-0.2004208094101227,1
0,-0.8024013425000663,-1.216963430139608,2.5002012063157606,-2.025083121009664,1.4147311298001333,0,0,0,0,0,0,-0.2004208094101227,2
2,-0.8024013425000663,-1.2843643157451363,-0.2441838956552729,0.6032130258723112,1.493284535712477,0,0,0,0,0,0,-0.3003165425557472,1
0,-0.8024013425000663,-1.216963430139608,-0.339010210154272,0.3524214088034203,1.5404165792598836,0,0,0,0,0,0,-0.2004208094101227,1
2,-0.8024013425000663,-1.216963430139608,-0.2218718216555084,0.0013131449069732,1.6189699851722277,0,0,0,0,0,0,-0.2004208094101227,1
1,-0.8024013425000663,-1.216963430139608,-0.3780563396538599,0.7035296726998674,1.666102028719634,0,0,0,0,0,0,-0.2004208094101227,1
1,-0.8024013425000663,-1.216963430139608,-1.4323018361427324,2.077867734237389,1.6975233910845715,1,0,0,0,1,0,-0.2004208094101227,1
1,-0.8523973761276875,-1.2843643157451363,-0.7071594311503863,1.2352079008859156,1.7289447534495093,1,0,0,0,1,0,-0.2004208094101227,1
1,-0.8523973761276875,-1.2843643157451363,0.2634157878393695,-0.4501117658170301,-1.6959837443286896,0,0,0,0,0,0,-0.2004208094101227,1
2,-0.8024013425000663,-1.216963430139608,-0.3947903951536833,0.382516402851687,-1.6645623819637518,0,0,0,0,0,0,-0.2004208094101227,1
2,-0.7524053088724167,-1.149562544534041,-0.5509749131520348,0.3624530734861761,-1.6174303384163455,0,0,0,0,0,0,-0.2004208094101227,1
1,-0.7524053088724167,-1.082161658928512,1.083384507330715,-1.403119910678815,-1.570298294868939,0,0,0,0,0,0,-0.1005250762644982,2
0,-0.8024013425000663,-1.216963430139608,0.4084442688378387,-0.7410300416169433,-1.5388769325040017,0,0,0,0,0,0,-0.2004208094101227,1
0,-0.8024013425000663,-1.149562544534041,-0.4505705801530945,0.2922314207068864,-1.4603235265916574,0,0,0,0,0,0,-0.1005250762644414,1
1,-0.8024013425000663,-1.149562544534041,-0.5900210426516227,2.2383743691614786,-1.3817701206793134,1,0,0,1,0,0,-0.1005250762644414,1
1,-0.8024013425000663,-1.149562544534041,-1.231493170144852,1.917361099313299,-1.3503487583143758,0,0,0,0,0,0,-0.1005250762644414,1
2,-0.8024013425000663,-1.216963430139608,0.3972882318379565,-0.5002700892308083,-1.3189273959494383,0,0,0,0,0,0,-0.2004208094101227,1
1,-0.9023934097553372,-1.2843643157451363,-0.42825850615333,1.0847329306445812,-1.2717953524020318,0,0,0,0,0,0,-0.1005250762644414,1
2,-0.9523894433829584,-1.3517652013507035,2.14878604081947,-1.924766474182108,-1.2403739900370945,0,0,0,0,0,0,-0.1005250762644982,2
2,-0.9023934097553372,-1.3517652013507035,0.291305880339075,-0.6306817301066312,-1.1932419464896875,0,0,0,0,0,0,-0.2004208094101227,1
1,-0.9023934097553372,-1.2843643157451363,-1.2984293921441454,1.8371077818512536,-1.1461099029422814,0,0,0,0,0,0,-0.1005250762644414,1
1,-0.9023934097553372,-1.2843643157451363,-0.87449998614862,0.3524214088034203,-1.114688540577344,0,0,0,0,0,0,-0.1005250762644414,1
1,-0.9023934097553372,-1.2843643157451363,0.4419123798374854,-0.530365083279075,-1.083267178212406,0,0,0,0,0,0,-0.1005250762644414,1
1,-0.9023934097553372,-1.216963430139608,2.5057792248157016,-1.8645764860855745,-1.0518458158474686,0,0,0,0,0,0,-0.0006293431188168,2
1,-0.9023934097553372,-1.216963430139608,-0.5732869871517993,1.024542942548048,-1.020424453482531,0,0,0,0,0,0,-0.0006293431188168,1
1,-0.9023934097553372,-1.149562544534041,-1.309585429144028,0.9844162838170248,-0.9890030911175934,0,0,0,0,0,0,0.0992663900268644,1
1,-0.9023934097553372,-1.149562544534041,-0.3557442656540954,0.9944479484997806,-0.9575817287526558,0,0,0,0,0,0,0.0992663900268644,1
0,-0.9023934097553372,-1.149562544534041,1.5909841908253572,-1.5836898749684163,-0.9261603663877184,0,0,0,0,0,0,0.0992663900268644,2
2,-0.9523894433829584,-1.216963430139608,-1.097620726146265,0.8138779842101795,-0.8476069604753742,0,0,0,0,0,0,0.0992663900268076,1
1,-0.9523894433829584,-1.216963430139608,-0.2999640806546841,0.0715347976862629,-0.8004749169279678,0,0,0,0,0,0,0.0992663900268076,1
1,-0.9023934097553372,-1.216963430139608,0.7152352863346005,-0.941663335272056,-0.7690535545630302,0,0,0,0,0,0,-0.0006293431188168,1
1,-0.9023934097553372,-1.216963430139608,-0.5175068021523881,-0.1792568193826278,-0.7376321921980926,0,0,0,0,0,0,-0.0006293431188168,1
1,-0.9523894433829584,-1.149562544534041,-1.326319484643851,1.6063794941478742,-0.706210829833155,0,0,0,0,0,0,0.1991621231724889,1
1,-0.9023934097553372,-1.082161658928512,-0.8912340416484434,0.312294750072398,-0.6747894674682174,0,0,0,0,0,0,0.1991621231724889,1
1,-0.8523973761276875,-1.0147607733229451,0.3749761578381919,-0.640713394789387,-0.6433681051032798,0,0,0,0,0,0,0.1991621231724889,1
